genre,ROI
Action,1.9348688730077752
Adventure,2.1283003089085417
Animation,2.99152876163309
Biography,1.7122463489346917
Comedy,2.6366181959452484
Crime,1.3355014259349383
Drama,2.718104445718083
Family,20.13018821749295
Fantasy,1.5159954149815689
Horror,75.75655318300056
Mystery,1.8046211798264127
Romance,-0.07495585913977658
Sci-Fi,0.9953766390432097
Thriller,3.2997754649299114
Western,-0.006597168181818158
